ID;RNT;NOMBRE COMERCIAL;TIPO;DIRECCION;LOCALIDAD;TELEFONO;E MAIL;PAGINA WEB;RANGO TARIFA;ZONA;ESTADO
1100;20511;SEBASTIAN INN;HOTEL;KR 33 25 A 38;TEUSAQUILLO;2680236 -  - ;reservas.hotelemporiumbogota@gmail.com;www.hotelsebastianinn.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1105;20628;APARTAESTUDIOS LA CANDELARIA;APARTA HOTEL;CL 10 2 40;CANDELARIA;2816923 - 2136151 - 3134421805;lacandelaria@gmail.comNA;NA;Menos de $ 150.000;Candelaria;
1106;20629;HOTEL SANTA BARBARA REAL;HOTEL;CL 127 7 89;USAQUÉN;6290944 -  - ;reservas@hotelsantabarbara.com;www.hotelsantabarbarareal.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1107;20670;CHAPINORTE VIP;VIVIENDA TURÍSTICA;CL 79 14 59 APTO 301;CHAPINERO;5305558 - 3176406716 - ;chapinortevip@hotmail.com;www.chapinortehostelbogota.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1108;20718;ARLINGTON PLACE S.A.S.;VIVIENDA TURÍSTICA;CL 109 19 51;USAQUÉN;6052500 -  - ;reservas@arlington-place.com;www.apsuites.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1109;20726;HOTEL CASA SANTA ISABEL;HOTEL;KR 28 1 G 04;LOS MARTIRES;4758016 - 3112262889 - ;jdchavarro@hotmail.com;www.apto4rent.com;Menos de $ 60.000;No Pertenece a ZIT;
1112;20799;HOTEL 116 AVENUE;HOTEL;CL 116 18 B 60;USAQUÉN;6578000 -  - ;recepcion@116hotel.com;www.116hotel.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1114;20830;BELLE EPOQUE BOUTIQUE 94;HOTEL;CL 94 A 21 42;CHAPINERO;7428600 -  - ;reservas@belleepoque94.com;www.belleepoque94.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1115;20902;HOSTAL LA PINTA;HOSTAL;CL 65 5 67;CHAPINERO;2119526 - 7044323 - ;lapintagrg@hotmail.com - laninagrg@gmail.com;www.lapinta.com.co - www.lanina.com.co;Menos de $ 60.000;No Pertenece a ZIT;
1119;21160;HOTEL JW MARRIOTT BOGOTÁ;HOTEL;CL 73 8 60;CHAPINERO;4816000 - 4800888 - ;;www.jwmarriott.com;Más de $ 350.001;Calle 72;
1121;21242;AR HOTEL SALITRE SUITES & SPA CENTRO DE CONVENCIONES;HOTEL;AK 60 22 99;TEUSAQUILLO;7477333 - 7436700 - ;reservas@hotelesar.com;www.hotelesar.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1122;21293;WONDERFULL HOUSE 100;VIVIENDA TURÍSTICA;KR 63 98 66;BARRIOS UNIDOS;6248211 - 2740325 - ;contacto100@apartahoteleswh.com;www.apartahoteleswh.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1123;21361;HOTEL AVIA 93;HOTEL;CL 93 11 A 34;CHAPINERO;7051555 -  - ;sandra.sepulveda@ghlhoteles.com;www.ghlhoteles.com;Entre $ 150.001 y $ 350.000;Parque 93;
1124;21508;POSADAS HOUSE;HOSTAL;KR 39 A 25 25;TEUSAQUILLO;5745172 - 2687230 - 3202409920;reservas@posadashouse.com - posadashouse@hotmail.com;www.posadashouse.com - www.posadashouse-casahotel.com;Menos de $ 60.000;No Pertenece a ZIT;
1125;21518;CLUB HOUSE BOGOTÁ;HOTEL;CL 112 13 A 45;USAQUÉN;7450202 - 7450245 - ;reservas@chbogota.com;www.chbogota.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1126;21581;HOTEL PLAZA 36;HOTEL;KR 16 36 55;TEUSAQUILLO;2858313 - 2878305 - 3156828684;reservashotelplaza36@hotmail.com;www.hotelplaza36.org;Entre $ 60.001 y $ 150.000;Teusaquillo;
1127;21584;CASA REGIS;HOTEL;KR 12 119 26;USAQUÉN;2159157 - 3133400035 - ;casaregis119@gmail.com;www.casaregis.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1128;21591;HOTEL BOUTIQUE CITY CENTER;HOTEL;KR 39 25 26;TEUSAQUILLO;7459940 -  - ;reservas@hotelboutiquecitycenter.com;NA;Entre $ 60.001 y $ 150.000;Quinta Paredes;
1129;21620;HOTEL GALERIA REAL;HOTEL;AK 30 51 80;TEUSAQUILLO;2483800 - 3005724660 - ;hotelgaleriareal@gmail.com;www.hotelesreal.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1131;21638;HOTEL IBIS BOGOTÁ MUSEO;HOTEL;TV 6 27 85;SANTA FE;3814666 -  - ;h7318-re@accor.com;www.ibishotel.com;Entre $ 60.001 y $ 150.000;Centro Internacional;
1134;21922;CASA BELLAVISTA HOSTEL;HOSTAL;KR 2 12 B 31;CANDELARIA;3341230 -  - ;info@bellavistahostel.co;www.bellavistahostel.co;Menos de $ 60.000;Candelaria;
1136;22245;ABITARE 56 HOTEL;HOTEL;CL 56 7 79;CHAPINERO;2480600 -  - ;gerencia@abitare56.com;www.abitare56.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1138;22314;JAZZ APARTMENTS;HOTEL;CL 87 15 35;CHAPINERO;4075000 -  - ;recepcion@jazzapartments.com - reservas@jazzapartments.com;www.jazzapartments.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1149;26012;LLOYD´S APARTASUITES;APARTA HOTEL;KR 11 94 71;CHAPINERO;6055757 -  - ;reservas@lloydsapartasuites.com;www.lloydsapartasuites.com;Más de $ 150.001;Parque 93;
1151;23219;HOTEL CABRERA IMPERIAL;HOTEL;CL 83 9 64;CHAPINERO;7560356 -  - ;reservas@ltyoperadora;www.hotelcabrerabogota.com;Más de $ 350.001;No Pertenece a ZIT;
1157;23260;HOTEL BH TEMPO - HOTEL 65 TEMPO;HOTEL;KR 7 65 01;CHAPINERO;7424095 -  - ;recepciontenpo@bhhoteles.com;www.bhhoteles.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1165;4958;HOTEL MATISSE;HOTEL;CL 67 6 55;CHAPINERO;2120177 -  - ;ventas@matissehotel.com;www.matissehotel.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1166;9042;VIAGGIO NUEVE TRES - INMOBILIRIARIA ROYAL S.A.S.;VIVIENDA TURÍSTICA;KR 18 93 A 60;CHAPINERO;7449999 -  - ;mercadeo@viaggio.com.co;www.viaggio.com.co;Entre $ 150.001 y $ 350.000;Parque 93;
1176;10656;TROPIC TOURIST;HOTEL;KR 21 A 159 A 28;USAQUÉN;6721365 - 6728840 - ;rucamega@hotmail.com;www.fontanarprado.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1180;24197;ALICANTE HOTEL BOGOTÁ;HOTEL;KR 18 58 B 35;TEUSAQUILLO;2554297 - 5478810 - ;alicantehotel@sbhoteles.co;www.sbhoteles.co;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1194;19244;HOTEL MASTER CALLE 68;HOTEL;CL 68 15 48;BARRIOS UNIDOS;7440909 -  - ;reservas@hotelesinnova.com;www.hotelesinnova.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1196;19676;HOTEL VIENES;HOTEL;CL 58 BIS 9 19;CHAPINERO;2490174 -  - ;hotelvienes@hotmail.com;NA;Menos de $ 60.000;No Pertenece a ZIT;
1198;20550;HOSTAL CASA QUEVEDO;HOSTAL;KR 1 A 12 B 30;CANDELARIA;2812526 -  - ;hostalcasaquevedo@gmail.com;www.casaquevedo.com;Menos de $ 60.000;Candelaria;
1199;20551;HOSTAL AVENTUREROS DE LA CANDELARIA;HOSTAL;KR 3 12 C 82;CANDELARIA;3412711 -  - ;infoaventureros@hostalaventuras.com;NA;Menos de $ 60.000;Candelaria;
1201;20674;HOTEL SAN JOSÉ BAVARIA 2;HOTEL;CL 12 71 D 38;KENNEDY;4126015 - 2925026 - ;hotelsanjosebavaria@hotmail.com;NA;Menos de $ 60.000;No Pertenece a ZIT;
1205;20988;A BOGOTÁ´ON HILIDAYS II;HOSTAL;CL 51 A 74 20;ENGATIVÁ;7575121 - 3213004741 - ;abogotaonholidays@hotmail.com;www.abogotaonholidays.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1206;21145;HOTEL REAL PLAZA IN;HOTEL;CL 22 43 A 12;PUENTE ARANDA;2696478 - 3350935 - ;hotelrealplaza-in@hotmail.com;www.hotelrealplazainbogota.com;Menos de $ 60.000;No Pertenece a ZIT;
1214;21490;CASA HOTEL DONDE ÁLVARO;HOTEL;KR 15 35 21;TEUSAQUILLO;2453472 - 3205228 - ;casahotel35@gmail.com;NA;Menos de $ 60.000;Teusaquillo;
1215;21506;HOTEL CORFERIA INN;VIVIENDA TURÍSTICA;CL 24 D 40 76;TEUSAQUILLO;2446829 - 2446834 - 2446863;reservas@corferiasinn.com;NA;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1216;21524;CHOCOLATE HOSTEL;HOSTAL;CL 12 F 2 43;CANDELARIA;2811576 - 3413104 - 3142188976;info@chocolatehostel.com;www.chocolatehostel.com;Menos de $ 60.000;Candelaria;
1219;21841;HOTEL ESMERALDA REAL;HOTEL;KR 40 22 B 17;PUENTE ARANDA;4789070 -  - ;hotelesmeraldareal@gmail.com;NA;Menos de $ 60.000;Quinta Paredes;
1229;22197;CASA HOTEL ELITE DEL PARQUE;HOTEL;AC 53 66 A 59;TEUSAQUILLO;3242180 - 5745347 - ;reservas@casahotelelitedelparque.com;www.casahotelelitedelparque.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1232;22299;HOTEL AUGUSTA;HOTEL;AV JIMÉMEZ 4 77;CANDELARIA;2838300 -  - ;recepcion@hotelaugusta.com.co;www.hotelaugusta.com.co;Entre $ 150.001 y $ 350.000;Candelaria;
1236;22636;HOTEL SUITES LA SOLEDAD INN;HOTEL;KR 20 40 64;TEUSAQUILLO;2883961 - 2322458 - 2322465;soledad@hotelbogotainn.com;www.hotelbogotainn.com;Entre $ 60.001 y $ 150.000;Teusaquillo;
1239;25075;HOTEL CALLE 112;HOTEL;CL 112 14 B 47;USAQUÉN;2143550 -  - ;info@hotelcalle112.com;www.hotelcalle112.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1264;23111;HOTEL FENIX REAL;HOTEL;KR 19 71 A 30;BARRIOS UNIDOS;2491260 - 4763231 - ;comercialfenixreal@hotmail.com;www.hotelfenixreal.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1265;22772;SAYTA HOSTAL;HOSTAL;CL 12 B 00 57;CANDELARIA;2815314 - 2810387 - ;info@saytahostal.com;www.saytahostal.com;Menos de $ 60.000;Candelaria;
1266;23097;LA VIEJA SUIZA;HOTEL;CL 12 C 3 07;CANDELARIA;2869695 -  - ;laviejasuiza@gmail.com;www.laviejasuiza.com;Menos de $ 60.000;Candelaria;
1271;23106;NH PARQUE 93;HOTEL;CL 93 12 41;CHAPINERO;5897744 -  - ;nhbogota93@nh-hotels.com;www.nh-hotels.com;Entre $ 150.001 y $ 350.000;Parque 93;
1272;4728;HOTEL PAVILLON ROYAL I;HOTEL;CL 94 11 45;CHAPINERO;6502555 -  - ;arodriguez@pavillonroyal.com.co;www.hotelesroyal.com;Más de $ 350.001;Parque 93;
1273;4723;HOTEL SHERATON ;HOTEL;CL 58 BIS 9 24;CHAPINERO;2550284 - 2496322 - ;NA;NA;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1275;23102;LOS ANDES B&B;HOTEL;KR 13 A 79 07;CHAPINERO;4829554 - 3117474216 - ;info@losandeshostel.com - losandeshostel@hotmail.com;www.losandeshostel.com;Menos de $ 60.000;No Pertenece a ZIT;
1280;22761;WINDSOR CASTEL;APARTA HOTEL;CL 10 25 A 37;LOS MARTIRES;4737508 -  - ;yamolo12@gmail.com;NA;Menos de $ 150.000;No Pertenece a ZIT;
1293;23142;REGENCY SUITES HOTEL BOUTIQUE;HOTEL;KR 43 22 A 30;TEUSAQUILLO;7433441 -  - ;jhurtado@regencyhotelboutique.co;www.regencysuites.com.co;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1294;23215;SONESTA HOTEL BOGOTÁ - COMPLEJO HOTELERO METRO 127;HOTEL;KR 15 A 125 26;USAQUÉN;6585500 -  - ;patricia.ramirez@ghlhoteles.com;www.ghlhoteles.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1298;22702;HOTEL QUINTA REAL D.C.;HOTEL;KR 40 24 D 23;TEUSAQUILLO;3795960 - 2683711 - ;reservas@quintarealdc.com;www.quintarealdc.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1303;24661;HOTEL HOLIDAY INN BOGOTÁ AIRPORT;HOTEL;AC 26 69 D 91;FONTIBON;4044141 -  - ;reservas.holidayinn@metro-op.com;www.holidayinn.com;Más de $ 350.001;Ciudad Salitre;
1304;23043;EXPO SUITE PARQUE CENTRAL BAVARÍA;HOTEL;KR 13 A 32 A 39;SANTA FE;2884260 -  - ;expohotel@grupotasaca.com;www.expohotel.com.co;Entre $ 60.001 y $ 150.000;Centro Internacional;
1306;23388;HOTEL BULEVAR PLAZA;HOTEL;AK 40 22 79;TEUSAQUILLO;2687519 - 5703590 - ;hotel_bulevarplaza@hotmail.com;www.hotelesejecutivobogota.com;Menos de $ 60.000;Quinta Paredes;
1307;25609;ALOFT BOGOTÁ AIRPORT HOTEL;HOTEL;AC 26 92 32;FONTIBON;7427070 -  - ;reservas.bogota@alofthotels.com;alofthotels.com/bogotaairport;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1310;27230;APARTAMENTOS ESTELAR AEROPUERTO;VIVIENDA TURÍSTICA;CL 25 B 40 67;TEUSAQUILLO;5977788 -  - ;reservas@hotelesestelar.com;www.hotelesestelar.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1313;26930;HOTEL PESTANA BOGOTÁ 100 - HOTEL CALLE 100 BOGOTÁ;HOTEL;CL 100 14 26;CHAPINERO;3847100 -  - ;NA;www.pestana.com;Entre $ 150.001 y $ 350.000;Calle 100;
1314;27775;GRUPO CASA REAL 93;VIVIENDA TURÍSTICA;CL 93 A 9 A 53;CHAPINERO;5304884 -  - ;info@casareal.com;www.casareal.com.co;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1315;4001;HOTEL CLUB EL NOGAL;HOTEL;KR 5 78 75;CHAPINERO;3267700 - 3267700 - ;alojamiento@clubelnogal.com;www.clubelnogal.com;Más de $ 350.001;No Pertenece a ZIT;
1316;8263;FONTANAR PRADO;HOTEL;CL 129 A 45 35;SUBA;6251433 - 3006121489 - ;fontanarprado129@hotmail.com - reservas@fontanarprado.com;www.fontanarprado.com;Menos de $ 60.000;No Pertenece a ZIT;
1331;17274;HOTEL PAVILLON ROYAL II;HOTEL;CL 94 11 45;CHAPINERO;6502555 -  - ;arodriguez@pavillonroyal.com.co;www.hotelesroyal.com;Entre $ 150.001 y $ 350.000;Parque 93;
1337;23332;HOTEL AIRPORT TRAVEL;HOTEL;KR 71 B 49  A 52;ENGATIVÁ;2634844 - 3213003819 - 3212082775;reservas@hotelesairporttravel.com;www.hotelesairporttravel.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1338;23378;NIZA NORTE APARTAHOTELES S.A.S.;APARTA HOTEL;CL 127 71 25;SUBA;7512626 - 5106911 - 3162679817;reservas@nizanorte.com;www.nizanorte.com;Menos de $ 150.000;No Pertenece a ZIT;
1339;23463;JULIETTE MAISON;HOTEL;KR 3 A 58 52;CHAPINERO;3450055 - 2112544 - ;juliettereservas@gmail.com - - areatek@yahoo.com;www.julietteapartasuites.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1341;23503;HOTEL MUISCA;HOTEL;CL 10 0 25 29 ESTE;CANDELARIA;2810644 - 2820152 - ;reservas@hotelmuisca.com;www.hotelmuisca.com;Entre $ 150.001 y $ 350.000;Candelaria;
1342;23643;HOTEL PUERTO LLERAS;HOTEL;KR 21 13 A 05;LOS MARTIRES;2371176 - 3107716665 - ;NA;NA;Menos de $ 60.000;No Pertenece a ZIT;
1344;23812;HOTEL PARQUE NORMANDIA;HOTEL;CL 52 A 73 A 42;ENGATIVÁ;4714906 - 3142366499 - 2632752;hotelparquenormandia@hotmail.com;www.hotelparquedenormandia.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1346;24173;HOSPEDAJE LA GRAN COLOMBIA;HOTEL;KR 13 48 15;CHAPINERO;2857341 - 3143205804 - ;NA;NA;Menos de $ 60.000;No Pertenece a ZIT;
1347;24182;BEST WESTERN PLUS 93 PARK;HOTEL;CL 93 13 71;CHAPINERO;6051444 - 6051414 - ;reservas@bestwestern93.com;www.hotelbestwestern93.com;Entre $ 150.001 y $ 350.000;Parque 93;
1349;24275;IMPERIAL HOUSE HOTEL;HOTEL;CL 24 A 44 09;TEUSAQUILLO;2690133 - 3112201517 - 3115607989;reservas@hotelimperialhouse.com;www.hotelimperialhouse.com;Entre $ 60.001 y $ 150.000;Quinta Paredes;
1351;24501;HOTEL RADEL BOGOTÁ;HOTEL;CL 24 A 44 A 57;TEUSAQUILLO;3408392 - 4753120 - ;hotelradelbogota@hotmail.com;www.hotelradelbogota.com;Menos de $ 60.000;Quinta Paredes;
1353;24619;APARTAHOTEL 122 PLAZA;APARTA HOTEL;KR 15 A 122 27;USAQUÉN;7569170 - 7569175 - ;admon122plaza@gmail.com;www.122plaza.com;Más de $ 150.001;No Pertenece a ZIT;
1354;24625;HOTEL TRAVEL EMPRESARIAL;HOTEL;CL 18 96 H 35;FONTIBON;4151473 - 4825377 - 3143588970;hoteltravelempresarial@hotmail.com;NA;Menos de $ 60.000;No Pertenece a ZIT;
1355;24708;CANDELOS HOTEL;HOSTAL;KR 3 12C 94;CANDELARIA;2865313 -  - ;candeloshostel@gmail.com;www.candeloshostel.com;Menos de $ 60.000;Candelaria;
1358;24824;CASA HOTEL EXPO INN;HOTEL;CL 24 B 44 A 44;TEUSAQUILLO;4701498 -  - ;hotelexpoinn@hotmail.com;NA;Entre $ 60.001 y $ 150.000;Quinta Paredes;
1359;24826;HOTEL OLYMPUS;HOTEL;CL 59 35 A 68;TEUSAQUILLO;2219020 - 8065737 - 3142882175;hotelolympusoficial@gmail.com;www.olympushoteloficial.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1360;24865;LA CASATEIVZAQUILLOREAL;HOTEL;CL 33 A 21 06;TEUSAQUILLO;2321823 -  - ;casateivzaquilloreal@kolpingcolombia.com;www.kolpingcolombia.com;Menos de $ 60.000;No Pertenece a ZIT;
1361;24890;HOTEL BOGOTÁ ASTRAL;HOTEL;CL 44 7 93;CHAPINERO;7442122 - 3106206865 - ;hotel.bogota.astral@gmail.com;www.hotelbogotaastral.com;Entre $ 60.001 y $ 150.000;Chapinero Central;
1362;24950;HOTEL ALBARRIL LA CASA DE LA PASTA;HOTEL;KR 19 33 31;TEUSAQUILLO;5603308 -  - ;lacasadelapasta@colombia.com;www.lacasadelapasta.com.co;Menos de $ 60.000;No Pertenece a ZIT;
1367;25287;HOTEL HILTON BOGOTÁ;HOTEL;KR 7 72 41;CHAPINERO;6006100 -  - ;NA;www.hiltonbogota.com;Más de $ 350.001;Calle 72;
1368;25318;APARTSUITES CK;APARTA HOTEL;KR 21 39 A 36;TEUSAQUILLO;4781092 - 5109257 - ;reservas@apartasuitesck.com;www.apartasuitesck.com;Menos de $ 150.000;Teusaquillo;
1369;25371;BE HOTELES FERIA EXPOSICIÓN;HOTEL;CL 25 38 08;TEUSAQUILLO;7441286 - 7441287 - 3175009724;johanna.parra@behoteles.com.co;www.behoteles.comc.o;Entre $ 150.001 y $ 350.000;Quinta Paredes;
1372;25498;LA NIÑA;HOSTAL;CL 66 4 A 07;CHAPINERO;7044323 - 2101463 - ;info@lanina.com.co;www.lanina.com.co;Menos de $ 60.000;No Pertenece a ZIT;
1374;25613;HOTEL CONFORT BOGOTÁ;HOTEL;KR 70 C 48 A 51;ENGATIVÁ;2635441 - 4161329 - 3125856129;hotelconfortbogota@gmail.com;www.hotelconfortbogota.co;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1375;25614;HOTEL BOUTIQUE DE LA FERIA;HOTEL;CL 24 D 40 49;TEUSAQUILLO;5705888 - 3124175266 - ;hotelboutiquedelaferia@gmail.com;NA;Menos de $ 60.000;Quinta Paredes;
1377;25660;CASA HOTEL INTERNACIONAL;HOTEL;KR 42 24 A 10;TEUSAQUILLO;2699609 - 3134126714 - 3143339465;casahotelinternacional@gmail.com;www.casahotelinternacional.com;Entre $ 60.001 y $ 150.000;Quinta Paredes;
1378;25722;HOTEL TOCAREMA FONTIBON;HOTEL;DG 16 A 96 G 07;FONTIBON;4182349 - 3163309904 - ;dcamortegui@gmail.com;NA;Menos de $ 60.000;No Pertenece a ZIT;
1379;25779;HOTEL LEMUS PLAZA;HOTEL;KR 36 25 B 78;TEUSAQUILLO;8101073 - 3214747020 - ;reservaslemus@gmail.com;www.hotellemusplaza.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1380;25781;CENTRAL HOUSE HOTEL;HOTEL;KR 39 25 A 55;TEUSAQUILLO;5706152 - 4602824 - ;reservas@hotelcentralhousebogota.com;www.hotelcentralhousebogota.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1381;25794;HOTEL URBAN ROYAL CALLE 93 B;HOTEL;CL 93 B 18 42;CHAPINERO;6380808 -  - ;recepcionub@urbanroyal93.com;www.hotelroyal.com;Entre $ 150.001 y $ 350.000;Parque 93;
1383;25944;EXPLORA HOSTELS ;HOTEL;CL 12 C 3 19;CANDELARIA;2829220 - 3164668840 - ;staff@explorahostels.com;www.explorahostels.com;Menos de $ 60.000;Candelaria;
1384;25949;BUSSINES HOTEL;HOTEL;KR 102 17 A 64;FONTIBON;2670786 - 4134380 - ;bussineshotel@gmail.com;www.hotelesfontibon.com;Menos de $ 60.000;No Pertenece a ZIT;
1385;25950;HOSTAL EL PLAZA;HOSTAL;KR 6 26 B 61;SANTA FE;2822526 -  - ;hostalelplaza@hotmail.com;NA;Menos de $ 60.000;Centro Internacional;
1386;27991;LA PLAYA HOSTEL;HOSTAL;AK 19 33 04;TEUSAQUILLO;2321532 - 7031102 - ;enjoy@laplayyahostel.com;www.laplayahostel.com;Menos de $ 60.000;No Pertenece a ZIT;
1387;25983;MASAYA COLOMBIA;HOSTAL;KR  2 12 48 ;CANDELARIA;7471848 - 7471815 - 3106092782;info@masaya-experience.com;www.masaya-experience.com;Entre $ 60.001 y $ 150.000;Candelaria;
1390;26053;CASA GUADALUPE;HOTEL;CL 12 B BIS 1 31;CANDELARIA;3134397575 - 2829667 - 3144095622;hotelcasaguadalupe@gmail.com;www.hotelcasaguadalupe.com;Entre $ 60.001 y $ 150.000;Candelaria;
1391;26078;SUITES PARKWAY INN - HOTEL PARK WAY INN;HOTEL;CL 39A 24 26;TEUSAQUILLO;2448306 - 2444110 - ;hotelparkwayinn@live.com;www.hotelbogotainn.com;Entre $ 60.001 y $ 150.000;Teusaquillo;
1395;26154;LAFONT PARK HOTEL;HOTEL;KR 98 17 34;FONTIBON;2672119 - 5451046 - ;lafontparkhotel@gmail.com;www.hotelesfontibon.com;Menos de $ 60.000;No Pertenece a ZIT;
1397;26338;HOTEL BOGOTÁ EXPOCONFORT;HOTEL;CL 25 40 17;TEUSAQUILLO;4770066 - 3134598182 - ;reservas@hotelbogotaexpo.com;NA;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1398;26347;APARTAMENTOS ADRIANA;APARTA HOTEL;CL 22 B 40 52;TEUSAQUILLO;4743149 - 3004867744 - 3003248322;apartamentosadrianabogota@gmail.com;www.apartamentosadriana.com;Menos de $ 150.000;Quinta Paredes;
1400;26420;ANTIQUE 65 HOTEL DECORACIÓN;HOTEL;CL 65 5 50;CHAPINERO;4660219 - 4660204 - ;reservas@hotelantique65.com;www.hotelantique65.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1402;26486;B.O.G. HOTEL;HOTEL;KR 11 86 74;CHAPINERO;6399999 -  - ;reservasboghotel@oxohotel.com;www.oxohotel.com;Más de $ 350.001;No Pertenece a ZIT;
1403;26494;CASA QUINTA HOTEL;HOTEL;KR 43 A 24 A 75;TEUSAQUILLO;3377531 - 3005724660 - ;casa.quinta.hotel@gmail.com;NA;Entre $ 60.001 y $ 150.000;Quinta Paredes;
1404;26574;HOTEL COLONIAL FONTIBÓN;HOTEL;KR 96 C 17 30;FONTIBON;2678991 - 3204179148 - ;hotelcolonial1@hotmail.com;NA;Menos de $ 60.000;No Pertenece a ZIT;
1406;26580;HOTEL AMBAR;HOTEL;KR 8 17 86;SANTA FE;7443033 - 7443034 - 7443035;inversionesilb@hotmail.com - reservas@ambarhotel.com;www.ambarhotel.com;Entre $ 60.001 y $ 150.000;Candelaria;
1409;26651;HOTEL ESTELAR PARQUE DE LA 93;HOTEL;CL 93 11 19;CHAPINERO;5111555 -  - ;reservas.bogotanorte3@hotelesestelar.com;www.hotelesestelar.com;Más de $ 350.001;Parque 93;
1410;26668;HOTEL B3 VIRREY / UNIKA HOTELS CORP COLOMBIA;HOTEL;KR 15 88 36;CHAPINERO;5934490 -  - ;info@hotelesb3.com;www.hotelesb3.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1411;26782;LIMA LIMÓN CANDELARIA HOSTAL ;HOSTAL;KR 1 12 B 15 ;CANDELARIA;2811260 - 3105596949 - ;info@limalimohostels.com;www.limalimonhostels.com;Menos de $ 60.000;Candelaria;
1412;26807;HOTEL ESTADIO 63;HOTEL;Calle 63D No 63D-21;BARRIOS UNIDOS;2496349 -  - ;reservas.d@hotelestadio63.com; www.hotelestadio63.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1414;26809;DIPLOMAT EMBAJADA;HOTEL;AC 24 51 40;TEUSAQUILLO;4893030 - 4893000 - ;reservas@hotelesdiplomat.com;www.hotelesdiplomat.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1415;26834;SPLENDOR APARTAHOTEL;APARTA HOTEL;CL 22 B 43 A 32;TEUSAQUILLO;2447890 - 2686576 - ;reservarapartahotelsplendor@gmail.com;www.hotelsplendorbogota.com;Menos de $ 150.000;Quinta Paredes;
1417;26885;SANTA BARBARA CASA HOTEL;HOTEL;CL 63 C 69J 20;ENGATIVÁ;8017722 - 3185722339 - 3208665222;casahotelsantabarbara@hotmail.com;www.casahotelsantabarbara.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1420;20994;HOTEL EJECUTIVO AVENIDA LA ESPERANZA;HOTEL;AC 24 47 A 23;TEUSAQUILLO;3690420 - 2694630 - ;hotel_ejecutivoav.laesperanza@hotmail.com;www.hotelesejecutivobogota.com;Menos de $ 60.000;Quinta Paredes;
1421;26990;HOTEL DORADO PLAZA BOGOTÁ;HOTEL;CL 25 31 A 15;TEUSAQUILLO;3409840 - 3409841 - ;reservas@hoteldoradoplazabogota.com;www.hoteldoradoplazabogota.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1422;27003;COSMOS INSIGNIA HOTEL;HOTEL;KR 11 B 96 59;CHAPINERO;6506900 -  - ;reservas@hotelescosmos.com;www.cosmosinsigniahotel.com;Entre $ 150.001 y $ 350.000;Calle 100;
