FECHA DE CORTE;NUMERO_LOCALIDAD;NOMBRE_LOCALIDAD;DANE12_ESTABLECIMIENTO_EDUCATIVO;NOMBRE_ESTABLECIMIENTO_EDUCATIVO;NIT;DANE12_SEDE_EDUCATIVA;NOMBRE_SEDE_EDUCATIVA;CONSECUTIVO;ORDEN DE SEDE;SECTOR;CLASE;NATURALEZA JURIDICA;ZONA;DIRECCION;BARRIO;TELEFONO;FAX;EMAIL;WEB;CODIGO POSTAL;CALENDARIO;GENERO;JORNADAS;NIVELES;GRADOS PREESCOLAR;GRADOS BASICA PRIMARIA;GRADOS BASICA SECUNDARIA;GRADOS MEDIA;MODELO PEDAGOGICO PREESCOLAR;MODELO PEDAGOGICO BASICA PRIMARIA;MODELO PEDAGOGICO BASICA SECUNDARIA;MODELO PEDAGOGICO MEDIA;CARACTER PARA LA MEDIA;ESPECIALIDAD PARA LA MEDIA;ENFASIS PARA EL CARACTER ACADEMICO DE LA MEDIA;DISCAPACIDAD POR CATEGORIA;TALENTOS O CAPACIDADES EXCEPCIONALES;GRUPOS ETNICOS;SITUACION DE CONFLICTO;BILINGUE;ESTRATO_GEO;No_UPZ;NOMBRE_UPZ;SECTOR_CENSAL;X;Y;RESOLUCIONES LICENCIA DE FUNCIONAMIENTO-INTEGRACION-OTRAS (DD-MM-AAAA)
JUNIO 30 - 2014;10;ENGATIVA;311001105197;INSTITUTO IP EDUCANDO LA JUVENTUD FUTURO DE COLOMBIA;;311001105197;INSTITUTO IP EDUCANDO LA JUVENTUD FUTURO DE COLOMBIA;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 90 A # 80 - 55 PISO 3;PRIMAVERA NORTE;4340071 -- 4380069 -- 3004494530;4380069;adrianarinconmurcia@hotmail.com;Z-NO INFORMA;111021;OTRO;MIXTO;MAÑANA-FINDESEMANA;BASICA SECUNDARIA-MEDIA;;;CICLO3-CICLO4;CICLO5-CICLO6;;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;AFROCOLOMBIANO;;;3;29;EL MINUTO DE DIOS;5617;97115,78;112196,25;RES 7188 28 SEP 2001 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001105219;LICEO MI NUEVO HORIZONTE DEL TABORA;41583339-1;311001105219;LICEO MI NUEVO HORIZONTE DEL TABORA;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 71 B # 81 A - 70;ZZ-NO INFORMA;2769284;Z-NO INFORMA;edgloriapa@hotmail.com;Z-NO INFORMA;111051;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-2,-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;OTRO ;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;30;BOYACA REAL;5628;97084,03;110728,36;
JUNIO 30 - 2014;10;ENGATIVA;311001105227;CENTRO EDUCATIVO JORGE TADEO LOZANO;;311001105227;CENTRO EDUCATIVO JORGE TADEO LOZANO;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 123 # 64 - 31;ZZ-NO INFORMA;2288565 -- 4355328;4355328;tadeolozano_edu@hotmail.com;Z-NO INFORMA;111031;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-2,-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;2;74;ENGATIVA;5631;92922,93;113217,77;Res_4950_24-Nov-2005_Licencia de Funcionamiento - 
JUNIO 30 - 2014;10;ENGATIVA;311001105243;LICEO MODERNO CELESTIN FREINET;79456301-7;311001105243;LICEO MODERNO CELESTIN FREINET;01;A;NO OFICIAL;PRIVADO - MATRICULA CONTRATADA;PERSONA NATURAL;URBANA;CL 69 # 112 A - 54;ZZ-NO INFORMA;2274507 -- 4352717;2274507;liceomoderno.celestinfreinet@gmail.com;Z-NO INFORMA;111031;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-2,-1,0;1,2,3,4,5;6,7,8,9;10;PREESCOLAR ESCOLARIZADO;OTRO ;OTRO;OTRO;ACADEMICO-TECNICO;ACADEMICA-OTRA ;MECANICA, SISTEMAS, INGLES;AUDITIVA-COGNITIVA-MULTIPLE-OTRA;CAPACIDADES EXCEPCIONALES;AFROCOLOMBIANO;;;2;74;ENGATIVA;Z-NO INFORMA;93939,24;112372,62;Res_10037_09-Mar-2009_Licencia de Funcionamiento Ampliacion - Res_10297_10-Agos-2009_AMPLIOACION SERVICIO EDUCATIVO - Res_089_21-Ene-2008-AMPLIACION SERVICIO EDUCATIVO - 2235 (25-05-2005) LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001105251;GIMNASIO INFANTIL MI PRIMERA U;8305032060;311001105251;GIMNASIO INFANTIL MI PRIMERA U;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 70 C # 65 - 17;SAN JOAQUIN NORTE;2510875;Z-NO INFORMA;consuelo.castano@hotmail.com;Z-NO INFORMA;111061;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;COGNITIVA-AUTISMO-OTRA;;;;;3;26;LAS FERIAS;5509;97666,78;109058,98;RES 10-211 26 MAY 2009 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001105260;LICEO DE ENSEÑANZA PRECOZ GUACARI;;311001105260;LICEO DE ENSEÑANZA PRECOZ GUACARI;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 69 A # 65 - 28;LA ESTRADA;2501080;2501080;francysluna@hotmail.com;Z-NO INFORMA;111061;A;MIXTO;MAÑANA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;26;LAS FERIAS;5502;97823,38;108576,73;RES 4095 8 NOV 2000 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001105278;LICEO PEDAGOGICO EL SABER;520539405;311001105278;LICEO PEDAGOGICO EL SABER;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 76 B # 105 B - 16;ZZ-NO INFORMA;7024826;Z-NO INFORMA;liceopedagogicoelsaber@gmail.com;Z-NO INFORMA;111041;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;73;GARCES NAVAS;5623;95756,40;112827,03;RES 4279 23 DIC 2002 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001105286;COLEGIO PASOS FIRMES;793066595;311001105286;COLEGIO PASOS FIRMES;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 109 A # 80 A - 05;BOLIVIA;2280361 -- 4334745;6959307;colpasosfirmes@hotmail.com;Z-NO INFORMA;111011;A;FEMENINO-MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-2,-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;72;BOLIVIA;5636;95745,88;113401,22;RES 2106 19 MAY 2005 LIC DE FUNCIONAMIENTO - 2636 13 JUL 2006 AMPLIACION DEL SERV EDUCATIVO
JUNIO 30 - 2014;10;ENGATIVA;311001105294;GIMNASIO INFANTIL PAULO FREIRE;353144706;311001105294;GIMNASIO INFANTIL PAULO FREIRE;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 66 # 74 - 17;ZZ-NO INFORMA;2234135 -- 2529225;Z-NO INFORMA;gimnasiopaulofreire@yahoo.com;Z-NO INFORMA;111071;A;MIXTO;COMPLETA;PREESCOLAR;-2;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;31;SANTA CECILIA;5604;97283,94;109547,72;Res_10032_04-Feb-2013_CAMBIO DE PROPIETARIO - 1856 (10-06-2004) LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001105308;LICEO PSICOPEDAGOGICO NUEVA SOCIEDAD ;52008258-9;311001105308;LICEO PSICOPEDAGOGICO NUEVA SOCIEDAD ;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 105 A # 70 B - 22;ZZ-NO INFORMA;4357577;Z-NO INFORMA;nsociedad@hotmail.com;Z-NO INFORMA;111041;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;73;GARCES NAVAS;5633;95127,65;111984,56;
JUNIO 30 - 2014;10;ENGATIVA;311001105316;JARDIN INFANTIL MANITAS FELICES;52017689;311001105316;JARDIN INFANTIL MANITAS FELICES;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 112 A # 73 A - 20;ZZ-NO INFORMA;2292932;4243338;monicaamparocuervom@hotmail.com;Z-NO INFORMA;111031;A;MIXTO;MAÑANA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;73;GARCES NAVAS;5635;94765,97;113217,39;RES 1876 22 MAY 2006 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001105324;LICEO LOWENFELD;366959694;311001105324;LICEO LOWENFELD;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 52 A # 74 - 20;ZZ-NO INFORMA;4164138 -- 5489470;Z-NO INFORMA;liceolowenfeldc@yahoo.com;www.liceolowenfeld.com -- http://sites.amarillasinternet.com/liceolowenfeld;111071;A;MIXTO;MAÑANA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;4;31;SANTA CECILIA;5606;96473,99;108413,84;RES 4490 15 OCT 2004 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001105332;GIMNASIO MODERNO LA CUMBRE;51652273;311001105332;GIMNASIO MODERNO LA CUMBRE;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 112 B # 75 D - 02;VILLAS DE GRANADA;4311486;4311486;gimolacumbre@yahoo.es;Z-NO INFORMA;111031;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-2,-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;73;GARCES NAVAS;5635;94786,83;113278,55;RES 5537 9 DIC 2004 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001105341;COLEGIO REAL DE BOGOTA;;311001105341;COLEGIO REAL DE BOGOTA;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 71 BIS # 71 - 76;ACAPULCO;2521254 -- 2232271;2232271;colegiorealdebogota@hotmail.com;Z-NO INFORMA;111061;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-1,0;4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;26;LAS FERIAS;5501;98068,16;109808,29;RES 3664 3 DIC 2003 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001105367;COLEGIO BACHILLERATO PARA ADULTOS COLSUBSIDIO;8600073361;311001105367;COLEGIO BACHILLERATO PARA ADULTOS COLSUBSIDIO;01;A;NO OFICIAL;PRIVADO;CAJA DE COMPENSACION;URBANA;CL 83 # 110 - 58;CIUDADELA COLSUBSIDIO;4317860 -- 2293593;4316773;bachillerato.adultos@colsubsidio.com;http://publico.colsubsidio.com;111011;A;MIXTO;NOCTURNA;BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;;CICLO2;CICLO3-CICLO4;CICLO5-CICLO6;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;72;BOLIVIA;5636;95945,79;113763,27;Res_070159_26-Nov-2009_LIC DE FUNCIONAMIENTO - 1831 16 JUN1999 LIC DE FUNCIONAMIENTO - 3829 29 nov 2002 LIC DE FUNCIONAMIENTO - 3832 12 dic 2003 AMPLIACION LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001106444;CENTRO DE ESTUDIOS GRANDES GENIOS;51760427;311001106444;CENTRO DE ESTUDIOS GRANDES GENIOS;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 78 D # 102 - 79;ZZ-NO INFORMA;2275356 -- 2290711;Z-NO INFORMA;grandesgenios@hotmail.com;Z-NO INFORMA;111041;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;73;GARCES NAVAS;5633;95757,89;112508,32;RES 10-088 31 MAR 2009 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001106649;CENTRO PANAMERICANO DE CAPACITACION SEDE ESTRADA;;311001106649;CENTRO PANAMERICANO DE CAPACITACION SEDE ESTRADA;01;A;NO OFICIAL;PRIVADO;SOCIEDAD;URBANA;AC 72 # 61 - 33;LA ESTRADA;2505770 -- 3123616215;2408142;luisalfonso3@yahoo.es -- ferve2000@hotmail.com;www.colegiocentropanamericano.org;111221;OTRO;MIXTO;MAÑANA-NOCTURNA-FINDESEMANA;BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;;CICLO2;CICLO3-CICLO4;CICLO5-CICLO6;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;26;LAS FERIAS;5503;98751,08;109322,06;Res_110164_28-May-2012_LIC DE FUNCIONAMIENTO - 3827 29 NOV 2002 REGISTRO DE PROGRAMAS
JUNIO 30 - 2014;10;ENGATIVA;311001106657;CENTRO EDUCATIVO DE ADULTOS ASED AVENIDA EL DORADO;8300742384;311001106657;CENTRO EDUCATIVO DE ADULTOS ASED AVENIDA EL DORADO;01;A;NO OFICIAL;PRIVADO;OTRA ;URBANA;AC 26 # 69 - 96;ZZ-NO INFORMA;2630227 -- 4103066;4169102;asedacademica@gmail.com;www.ased.edu.co;111071;A;MIXTO;NOCTURNA-FINDESEMANA;BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;;CICLO2;CICLO3-CICLO4;CICLO5-CICLO6;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;105;JARDIN BOTANICO;5506;96897,17;107095,76;Res_2804_14-Agos-2000_LIC DE FUNCIONAMIENTO - 1056 30 MAR 2000 LIC DE FUNCIONAMIENTO - 2804 (14-08-2000)
JUNIO 30 - 2014;10;ENGATIVA;311001106665;COLEGIO INSCAP SEDE FERIAS;8300953977;311001106665;COLEGIO INSCAP SEDE FERIAS;01;A;NO OFICIAL;PRIVADO;SOCIEDAD;URBANA;AC 72 # 70 - 51;PALO BLANCO;4366182 -- 4366183;4366182;magdisrive@hotmail.com;www.inscap.edu.co;111061;OTRO;MIXTO;MAÑANA-NOCTURNA-FINDESEMANA;BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;;CICLO2;CICLO3-CICLO4;CICLO5-CICLO6;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;26;LAS FERIAS;5501;98408,08;109694,19;Res_2292_23-Jul-1999_RATIFICA LIC DE FUNCIONAMIENTO - 3448 21 NOV 2003 LIC DE FUNCIONAMIENTO AMPLIACION
JUNIO 30 - 2014;10;ENGATIVA;311001107246;LICEO NUEVA BELGICA;523675615;311001107246;LICEO NUEVA BELGICA;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;DG 86 A # 103 D - 61;BOLIVIA;4319379;Z-NO INFORMA;liceonuevabelgica@gmail.com;Z-NO INFORMA;111011;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;72;BOLIVIA;5622;96546,08;113420,61;Res_2248_31-Jul-2002_Licencia de Funcionamiento - 
JUNIO 30 - 2014;10;ENGATIVA;311001107254;CORPORACION TECNOLOGICA EMPRESARIAL;;311001107254;CORPORACION TECNOLOGICA EMPRESARIAL;01;A;NO OFICIAL;PRIVADO;SOCIEDAD;URBANA;CL 71 A # 74 A - 36;BOYACA REAL;4908793;6968394;gerencia@corpoempresarial.edu.co -- directorsuba_corpotecno@hotmail.com;www.corpoempresarial.edu.co;111051;A;MIXTO;MAÑANA-NOCTURNA-FINDESEMANA;BASICA SECUNDARIA-MEDIA;;;CICLO3-CICLO4;CICLO5-CICLO6;;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;DESPLAZADO;;3;30;BOYACA REAL;5603;97683,69;110202,58;Res_10216_28-Nov-2012_CAMBIO DE SEDE -3106 25 AGOS 2008 NUEVA SEDE
JUNIO 30 - 2014;10;ENGATIVA;311001107491;INSTITUTO SAN IGNACIO;;311001107491;INSTITUTO SAN IGNACIO;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;AC 68 # 73 A - 93;ZZ-NO INFORMA;2514831 -- 2514851;5454922 -- 4300857;stevenlinguistic@hotmail.com;www.sociedadeducativa.edu.co;111051;A;MIXTO;MAÑANA;BASICA SECUNDARIA-MEDIA;;;CICLO3-CICLO4;CICLO5-CICLO6;;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;Z-NO INFORMA;Z-NO INFORMA;Z-NO INFORMA;;;;;;3;30;BOYACA REAL;5608;97450,35;110498,17;RES 5433 28 DIC 2005 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001107572;LICEO INFANTIL APRENDAMOS JUNTOS;395390813;311001107572;LICEO INFANTIL APRENDAMOS JUNTOS;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 77 B # 112 F - 14;ZZ-NO INFORMA;4407848;Z-NO INFORMA;liceoaprendamosjuntos_24@hotmail.com;Z-NO INFORMA;111031;A;MIXTO;MAÑANA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;73;GARCES NAVAS;5634;95255,20;113740,92;Res_2585_15-Jul-2008_Licencia de Funcionamiento - 
JUNIO 30 - 2014;10;ENGATIVA;311001108234;LICEO HELEN MOR;20298639;311001108234;LICEO HELEN MOR;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 82 # 95 D - 15 INT 109;ZZ-NO INFORMA;2285774;Z-NO INFORMA;mariadelp2004@yahoo.es;Z-NO INFORMA;111021;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;29;EL MINUTO DE DIOS;5618;96972,15;112480,04;RES 10-054 (25-03-2011) LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001108307;JARDIN INFANTIL MI GATEITO;520304751;311001108307;JARDIN INFANTIL MI GATEITO;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 71 BIS # 64 C - 61;EL PASEO;2232089;Z-NO INFORMA;jardinmigateito@yahoo.es;Z-NO INFORMA;111061;A;MIXTO;MAÑANA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;26;LAS FERIAS;5509;97464,17;109129,71;RES 2360 7JUN 2005 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001108358;GIMNASIO INFANTIL LOS ALAMOS;395428296;311001108358;GIMNASIO INFANTIL LOS ALAMOS;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 71 B # 100 A - 04;ALAMOS NORTE;4345267 -- 2271470;4345267;colegiogilosalamos@gmail.com;Z-NO INFORMA;111041;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-2,-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;COGNITIVA;;;;;3;73;GARCES NAVAS;5629;95544,89;111765,36;Res-10153_30-Agos-2010_AMPLIACION SERVICIO EDUCATIVO - 4089 3 OCT 2005 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001108412;GIMNASIO NUEVA GENERACION DE BOGOTA;523502924;311001108412;GIMNASIO NUEVA GENERACION DE BOGOTA;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 79 A # 69 T - 40/42;BONANZA;2520253;Z-NO INFORMA;gimnasionuevageneracion@hotmail.com;Z-NO INFORMA;111061;A;MIXTO;MAÑANA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;26;LAS FERIAS;5405;99129,11;110428,95;RES 2701 29 JUN 2007 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001108471;COLEGIO PAULO FREIRE;795694121;311001108471;COLEGIO PAULO FREIRE;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 75 B # 111 A - 22;ZZ-NO INFORMA;4359524 -- 2288413 -- 4354693;4354693;colegio.paulo.freire@hotmail.com;Z-NO INFORMA;111031;OTRO;MIXTO;TARDE-FINDESEMANA;BASICA SECUNDARIA-MEDIA;;;CICLO3-CICLO4;CICLO5-CICLO6;;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;73;GARCES NAVAS;5634;95152,85;113278,82;RES 175 25 ENE 2008 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001108731;GIMNASIO MODERNO LA ALEGRIA DE APRENDER;353245341;311001108731;GIMNASIO MODERNO LA ALEGRIA DE APRENDER;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 119 # 63 L - 23;SABANA DEL DORADO;4426010;Z-NO INFORMA;gimlaalegria_333@yahoo.es;Z-NO INFORMA;111031;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;2;74;ENGATIVA;5632;92930,80;112801,87;RES 637 20 FEB 2007 LIC DE UNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001108749;COLEGIO MAYOR DE ENGATIVA ;;311001108749;COLEGIO MAYOR DE ENGATIVA ;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 67 # 115 A - 21;GRANJAS DEL DORADO;8052283;Z-NO INFORMA;colegiomayordeengativa@hotmail.com;www.colegiomayordeengativa.edu.co;111031;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA;-2,-1,0;1,2,3,4,5;6,7;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;MOTORA-COGNITIVA;;;;;2;74;ENGATIVA;5631;93645,23;112833,18;Res_10098_11-May-2012_LICENCIA DE FUNCIONAMIENTO - 1973 5 jun 2008 LIC DE FUNCIONAMIENTO - Res_10344_25-Sep-2009_AMPLIACION SERVICIO EDUCATIVO
JUNIO 30 - 2014;10;ENGATIVA;311001108765;PREESCOLAR INTEGRAL DE ESTIMULACION ADECUADA DESPERTARES;;311001108765;PREESCOLAR INTEGRAL DE ESTIMULACION ADECUADA DESPERTARES;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 75 B # 111 A - 02;ZZ-NO INFORMA;2288923 -- 6706577;6706577;preescolar.despertares@gmail.com;Z-NO INFORMA;111031;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;COGNITIVA;;;;;3;Z-NO INFORMA;ZZ-NO INFORMA;Z-NO INFORMA;95157,12;113274,28;RES 2397 8 JUN 2007 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;10;ENGATIVA;311001108951;COLEGIO EMMANUEL RUBIANO;515978748;311001108951;COLEGIO EMMANUEL RUBIANO;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 117 A # 64 A - 04;EL PALMAR II;4353092;4353092;colemmanuel@hotmail.com;Z-NO INFORMA;111031;A;MIXTO;MAÑANA-NOCTURNA;BASICA SECUNDARIA-MEDIA;;;CICLO3-CICLO4;CICLO5-CICLO6;;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;AUDITIVA-VISUAL-COGNITIVA;;AFROCOLOMBIANO;DESPLAZADO;;2;74;ENGATIVA;5631;93084,05;112773,46;RES 10-076 26 JUL 2009 LIC DE FUNCIONAMIENTO
