ESTABLECIMIENTO;DIRECCION;LOCALIDAD;BARRIO;ZONA_SITP;FECHA CORTE
MISCELANEA LA GATA;CARRERA 14A No 10 SUR 32 PISO 1;ANTONIO NARI—O;SAN ANTONIO;Ciudad Bolivar;01/09/2014
CAFE INTERNET COMUNICACIONES DMN;CARRERA 29C No 16 - 28 SUR;ANTONIO NARI—O;LA FRAGUA;Perdomo;01/09/2014
CAFE INTERNET J Y J SOLUCIONES;AVENIDA CALLE 11 SUR No 11A 33 LOCAL 2;ANTONIO NARI—O;CIUDAD BERNA;Usme;01/09/2014
MISCELANEA ELECTROLUNA;CALLE 22 SUR No 30 - 23 LOCAL 10 Y 11;ANTONIO NARI—O;SANTANDER SUR;Perdomo;01/09/2014
SUPER DROGUERIA RESTREPO;CARRERA 24 No 13 - 16 SUR;ANTONIO NARI—O;RESTREPO OCCIDENTAL;Ciudad Bolivar;01/09/2014
CAFE INTERNET CYBER WEB 3 0;CARRERA 24B No 16 - 06 SUR;ANTONIO NARI—O;RESTREPO OCCIDENTAL;Ciudad Bolivar;01/09/2014
MISCELANEA VARIEDADES EMMANUEL;CARRERA 26 No 20 - 00 SUR;ANTONIO NARI—O;RESTREPO OCCIDENTAL;Ciudad Bolivar;01/09/2014
DEPRISA BOGOTA LA VALVANERA;CARRERA 24D No 18 - 62 SUR;ANTONIO NARI—O;RESTREPO OCCIDENTAL;Ciudad Bolivar;01/09/2014
ALMACEN O ZONE WORLD MUSIC;CARRERA 24 No 13 - 41 SUR LOCAL 2;ANTONIO NARI—O;RESTREPO OCCIDENTAL;Ciudad Bolivar;01/09/2014
CABINAS TELEFONICAS VALVANERA;CARRERA 24 C No 17 16 SUR;ANTONIO NARI—O;RESTREPO OCCIDENTAL;Ciudad Bolivar;01/09/2014
VENTAS CALZADO SAMANTHA LEATHER;CALLE 17 SUR No 24C - 08;ANTONIO NARI—O;RESTREPO OCCIDENTAL;Ciudad Bolivar;01/09/2014
CAFE INTERNET INTERNET COM;CALLE 17 SUR No 11B - 29;ANTONIO NARI—O;CIUDAD JARDIN SUR;Usme;01/09/2014
CAFE INTERNET ENTER COMUNICACIONES;CALLE 8 SUR No 32 - 05;ANTONIO NARI—O;LA FRAGUA;Perdomo;01/09/2014
REPARACION AUTOMOTRIZ  HIDRAULICOS FERRARI;CALLE 63F No 28 - 11;BARRIOS UNIDOS;BENJAMIN HERRERA;Zona Neutra;01/09/2014
CAFE INTERNET COMUNICACIONES JN;CARRERA 65 No 79C - 52;BARRIOS UNIDOS;SIMON BOLIVAR;Calle 80;01/09/2014
INTERNET  MARINA  TORRES PRUEBAS QA;CARRERA 65 No 79C - 20;BARRIOS UNIDOS;SIMON BOLIVAR;Calle 80;01/09/2014
DROGUERIA REAL PORVENIR;CALLE 79 BIS No 64 - 06;BARRIOS UNIDOS;SIMON BOLIVAR;Calle 80;01/09/2014
PAPELERIA UNICOPIAS;CARRERA 14A No 70A - 83;BARRIOS UNIDOS;CONCEPCION NORTE;Zona Neutra;01/09/2014
DROGUERIA UNIFAMILIAR;CARRERA 65 No 78A - 14;BARRIOS UNIDOS;SIMON BOLIVAR;Calle 80;01/09/2014
MISCELANEA FERNEY;CALLE 70 No 49D  03;BARRIOS UNIDOS;SAN FERNANDO;Calle 80;01/09/2014
MISCELANEA DE RODERO;CARRERA 52 No 68 - 08;BARRIOS UNIDOS;SAN FERNANDO;Engativa;01/09/2014
REPUESTOS DE VEHICULOS AUTONEVAR;CARRERA 28 NO 67 - 09;BARRIOS UNIDOS;LA PAZ;Zona Neutra;01/09/2014
PAPELERIA JUANCHITO;CALLE 74 No 51 - 56;BARRIOS UNIDOS;DOCE DE OCTUBRE;Calle 80;01/09/2014
CAFE INTERNTET CYBER CAFE LA ESPERANZA;CARRERA 29C No 75 - 22;BARRIOS UNIDOS;ONCE DE NOVIEMBRE;Zona Neutra;01/09/2014
TELE SERVICIOS UNIVERSAL;CALLE 80 No 27 - 35 CASA ESQUINA CON LOCAL  1;BARRIOS UNIDOS;JUAN XXIII;Zona Neutra;01/09/2014
SOFI COM PAPELERIA;CARRERA 23 No 72 - 24;BARRIOS UNIDOS;SAN FELIPE;Zona Neutra;01/09/2014
PAPELERIA GRAFICAS ILUVAR PUBLICIDAD;CARRERA 24 NO 74 - 36;BARRIOS UNIDOS;SAN FELIPE;Zona Neutra;01/09/2014
DROGUERIA TOTAL FARMA COLOMBIA;CARRERA 23 No 70A 22;BARRIOS UNIDOS;COLOMBIA;Zona Neutra;01/09/2014
FERRETERIA DISFERSH;CALLE 68 No 22 - 14;BARRIOS UNIDOS;COLOMBIA;Zona Neutra;01/09/2014
SOGAMUXI COM CO;CALLE 68B No 20 - 04;BARRIOS UNIDOS;COLOMBIA;Zona Neutra;01/09/2014
CAFE INTERNET MULTICOPIAS 68;CALLE 68 No 21 - 02;BARRIOS UNIDOS;COLOMBIA;Zona Neutra;01/09/2014
DROGUERIA ASOFARMA;CALLE 76 No 20 - 18;BARRIOS UNIDOS;JUAN XXIII;Zona Neutra;01/09/2014
MISCELANEA Y PAPELERIA 7909;CARRERA 55 BIS No 79 - 09;BARRIOS UNIDOS;JORGE ELIECER GAITAN;Calle 80;01/09/2014
PAPELERIA NICO COM;CALLE 79 No 52 - 06;BARRIOS UNIDOS;JORGE ELIECER GAITAN;Calle 80;01/09/2014
CAFE INTERNET KACAVAJO COM;CARRERA 56 No 79B - 08;BARRIOS UNIDOS;JORGE ELIECER GAITAN;Calle 80;01/09/2014
CIGARRERIA LA VENTANITA;CARRERA 55A No 76 - 51;BARRIOS UNIDOS;JORGE ELIECER GAITAN;Calle 80;01/09/2014
VARIEDADES REHOBOT COPIAS;CALLE 74 No 22 - 64;BARRIOS UNIDOS;SAN FELIPE;Zona Neutra;01/09/2014
CAFE INTERNET VIDEO INTERNET FACTORY;CARRERA 57 No 68 - 02;BARRIOS UNIDOS;SAN FERNANDO;Engativa;01/09/2014
MINIMARKET TUS;DIRECCION NUEVA CALLE 63 A No 23 - 40   DIRECCION ANTIGUA CARRERA 23 No 63A - 01;BARRIOS UNIDOS;MUEQUETA;Zona Neutra;01/09/2014
CAFE INTERNET VIVERES LUIS;CARRERA 57 No 72 - 09;BARRIOS UNIDOS;SAN FERNANDO;Calle 80;01/09/2014
MISCELANEA E INTERNET MARINILLA;CALLE 73B No 27A - 91;BARRIOS UNIDOS;ALCAZARES NORTE;Zona Neutra;01/09/2014
CAFE INTERNET RIVERNAUTAS ZONA 4 VIDIO YD;CARRERA 54 No 64A - 55;BARRIOS UNIDOS;POPULAR MODELO;Engativa;01/09/2014
DROGUERIA LOS ALMENDROS;CALLE 65 No 56B - 09;BARRIOS UNIDOS;POPULAR MODELO;Engativa;01/09/2014
DEPRISA CALLE 100;CALLE 100 NO. 62 - 09 LOCAL 104;BARRIOS UNIDOS;LOS ANDES;Suba Centro;01/09/2014
DEPRISA EXITO FLORESTA;AVENIDA 68 NRO 100 - 85 LOCAL-5;BARRIOS UNIDOS;LOS ANDES;Suba Centro;01/09/2014
MISCELANEA MASERCOM;AVENIDA CALLE 72 No 27B - 27;BARRIOS UNIDOS;ALCAZARES;Zona Neutra;01/09/2014
PAPELERIA JANNETH;CALLE 72 No 27C - 11;BARRIOS UNIDOS;ALCAZARES;Zona Neutra;01/09/2014
CIGARRERIA ALEXIS;CARRERA 24 No 65 - 62;BARRIOS UNIDOS;SIETE DE AGOSTO;Zona Neutra;01/09/2014
VENTAS EQUIPESAJES LTDA;CALLE 66 No  25 - 49;BARRIOS UNIDOS;SIETE DE AGOSTO;Zona Neutra;01/09/2014
CABINAS TELEFONICAS DATA MOVILES 1A;CARRERA 24 No 64 - 26;BARRIOS UNIDOS;SIETE DE AGOSTO;Zona Neutra;01/09/2014
DEPRISA SIETE DE AGOSTO;CARRERA 24 NO 66 - 23;BARRIOS UNIDOS;SIETE DE AGOSTO;Zona Neutra;01/09/2014
MISCELANEA E INTERNET TROCHA;CALLE 100 No 66 - 23 LOCAL 5;BARRIOS UNIDOS;LOS ANDES;Suba Centro;01/09/2014
DROGERIA KEVINS FARMA;CARRERA 65 A  NRO 67 G - 27;BARRIOS UNIDOS;JOSE JOAQUIN VARGAS;Engativa;01/09/2014
CAFE INTERNET CONECTATE;AVENIDA CALLE 68 No 60 77 LOCAL 2;BARRIOS UNIDOS;JOSE JOAQUIN VARGAS;Engativa;01/09/2014
CIGARRERIA EXPRESO 2222;CARRERA 65 No 67D - 51;BARRIOS UNIDOS;JOSE JOAQUIN VARGAS;Engativa;01/09/2014
DROGUERIA NUEVO HORIZONTE;CALLE 67B No 60 39;BARRIOS UNIDOS;JOSE JOAQUIN VARGAS;Engativa;01/09/2014
CAFE INTERNET MISTER ORANGE;CALLE 67B No 66 - 38;BARRIOS UNIDOS;JOSE JOAQUIN VARGAS;Engativa;01/09/2014
PAPELERIA COMERCIAL SANTA MARTHA;CALLE 66C No 61 41 LOCAL 107;BARRIOS UNIDOS;JOSE JOAQUIN VARGAS;Engativa;01/09/2014
CAFE INTERNET REVOLUTION;CARRERA 64 No 67B - 18;BARRIOS UNIDOS;JOSE JOAQUIN VARGAS;Engativa;01/09/2014
CAFE INTERNET SUPERLINE COMUNICACIONES;CARRERA 65 No 74 - 00;BARRIOS UNIDOS;SAN FERNANDO OCCIDENTAL;Calle 80;01/09/2014
CAFE INTERNET VARIEDADES CECI;CARRERA 60 No 73 - 21;BARRIOS UNIDOS;SAN FERNANDO OCCIDENTAL;Calle 80;01/09/2014
PAPELERIA Y MISCELANEA CHIQUILLO;CARRERA 24 No 69 - 19;BARRIOS UNIDOS;ALCAZARES;Zona Neutra;01/09/2014
PAPELERIA FAXICOPIAS;CARRERA 25 No 67 - 93;BARRIOS UNIDOS;SIETE DE AGOSTO;Zona Neutra;01/09/2014
METROPOLIS PV;CENTRO COMERCIAL METROPOLIS;BARRIOS UNIDOS;METROPOLIS;Calle 80;01/09/2014
CAFE INTERNET ALAM COM;CARRERA 24 No 63D - 09;BARRIOS UNIDOS;QUINTA MUTIS;Zona Neutra;01/09/2014
MUEBLES Y SUMINISTROS JL SAS;CALLE 78 No 28A - 25;BARRIOS UNIDOS;SANTA SOFIA;Zona Neutra;01/09/2014
PAPELERIA A Y Z SUMINISTROS;CALLE 63F No 24 - 25 PISO 2;BARRIOS UNIDOS;QUINTA MUTIS;Zona Neutra;01/09/2014
DROGUERIA ESPECIAL DE LA 95;CARRERA 58 No 94 - 04;BARRIOS UNIDOS;RIONEGRO;Suba Centro;01/09/2014
MENSAJERIA UNI EXPRESS;CALLE 94 No 57 - 63;BARRIOS UNIDOS;RIONEGRO;Suba Centro;01/09/2014
CAFE INTERNET MOTONET.COM;CALLE 66 No 15 - 24;BARRIOS UNIDOS;LA ESPERANZA;Zona Neutra;01/09/2014
PAPELERIA COMUNICACIONES CVF;CARRERA 17 No 66 - 14;BARRIOS UNIDOS;LA ESPERANZA;Zona Neutra;01/09/2014
PAPELERIA Y INTERNET ANA MARIA;CALLE 63B No 27A - 09;BARRIOS UNIDOS;QUINTA MUTIS;Zona Neutra;01/09/2014
CAFE INTERNET COM LAURA;CARRERA 26 No 63A - 01;BARRIOS UNIDOS;QUINTA MUTIS;Zona Neutra;01/09/2014
TIENDA GRAN SURTIDOR DE LA 24;CARRERA 24 No 63A - 53;BARRIOS UNIDOS;QUINTA MUTIS;Zona Neutra;01/09/2014
DROGUERIA SUPERTIENDA Y DROGUERIA MERCASALUD;CARRERA 64 No 72 - 50 LOCAL 1;BARRIOS UNIDOS;SAN FERNANDO OCCIDENTAL;Calle 80;01/09/2014
AUTOSERVICIO J J EXPRESS;CALLE 67G No 65A 06;BARRIOS UNIDOS;JOSE JOAQUIN VARGAS;Engativa;01/09/2014
PAPELERIA MAGDA LIZETH PEREZ VENTURA;AVENIDA CALLE 68 No 57C - 05;BARRIOS UNIDOS;POPULAR MODELO;Engativa;01/09/2014
TIENDA EL BUEN VECINO;CALLE 63A No 27 - 75;BARRIOS UNIDOS;QUINTA MUTIS;Zona Neutra;01/09/2014
PAPELERIA PAPELERA 3 TORRES;CARRERA 24 No 83 - 57;BARRIOS UNIDOS;POLO CLUB;Zona Neutra;01/09/2014
TIENDA MACROPOLO;CARRERA 28 No 85A - 63;BARRIOS UNIDOS;POLO CLUB;Zona Neutra;01/09/2014
PAPELERIA SAN JOSE DEL POLO;CARRERA 24 No 86A - 42;BARRIOS UNIDOS;POLO CLUB;Zona Neutra;01/09/2014
SERVICIOS INTERSURGIR SERVICIOS SAS;CARRERA 28 No 66 - 32;BARRIOS UNIDOS;LA PAZ;Zona Neutra;01/09/2014
CAFE INTERNET JPC COMUNICACIONES;CALLE 63F No 28A - 80;BARRIOS UNIDOS;LA PAZ;Zona Neutra;01/09/2014
CABINAS TELEFONICAS TALLER DEL EXOSTO;CARRERA 28A No 67 - 98;BARRIOS UNIDOS;LA PAZ;Zona Neutra;01/09/2014
VENTA DE ELECTRICOS AUTOMOTRIZ ELECTRICOS Y LUJOS FERNANDO BUITRAGO;CALLE 63F NRO 27 - 34;BARRIOS UNIDOS;SIETE DE AGOSTO;Zona Neutra;01/09/2014
MISCELANEA Y FOTOCOPIAS NOEL ORTEGON;CARRERA 52 No 67A - 68;BARRIOS UNIDOS;SAN MIGUEL;Engativa;01/09/2014
PAPELERIA MISCELANEA NANCI GAMEZ;CALLE 64A No 36 - 17;BARRIOS UNIDOS;SAN MIGUEL;Engativa;01/09/2014
CAFE INTERNET CAC SERVICIOS INTEGRALES;CALLE 71 A  NRO 14 A - 35;BARRIOS UNIDOS;CONCEPCION NORTE;Zona Neutra;01/09/2014
CAFE INTERNET MARTHA CRISTINA MARIN TELEFONICA Y BASICOS;CARRERA 51 No 73 - 58;BARRIOS UNIDOS;DOCE DE OCTUBRE;Calle 80;01/09/2014
CIGARRERIA POBLIX;CARRERA 24 No. 76 - 89 ESQUINA;BARRIOS UNIDOS;JUAN XXIII;Zona Neutra;01/09/2014
VENTAS DE EQUIPOS SOLUCIONES DE INGENIERIA Y SUMINISTROS;CARRERA 14 No 68 - 09;BARRIOS UNIDOS;CONCEPCION NORTE;Zona Neutra;01/09/2014
CAFE INTERNET DEDALO;CARRERA 61 No 77 - 14;BARRIOS UNIDOS;LA LIBERTAD;Calle 80;01/09/2014
PAPELERIA Y VARIEDADES SARITA;CARRERA 60 No 76 - 37;BARRIOS UNIDOS;LA LIBERTAD;Calle 80;01/09/2014
DROGUERIA REXAL RIONEGRO;CARRERA 57 No 92 - 21;BARRIOS UNIDOS;RIONEGRO;Suba Centro;01/09/2014
CAFE INTERNET CABITEL RIONEGRO;CARRERA 58 No 94 - 07;BARRIOS UNIDOS;RIONEGRO;Suba Centro;01/09/2014
CABINAS TELEFONICAS DCH COMUNICACIONES;CALLE 93 A No 58 - 58;BARRIOS UNIDOS;RIONEGRO;Suba Centro;01/09/2014
AGROVETERINARIA LA FINCA SAS;CALLE 70A No 14 - 05;BARRIOS UNIDOS;CONCEPCION NORTE;Zona Neutra;01/09/2014
PAPELERIA COPIAS H WILL;CARRERA 14A No 70 - 15;BARRIOS UNIDOS;CONCEPCION NORTE;Zona Neutra;01/09/2014
CAFE INTERNET COMUNICACIONES@.COM;CALLE 71 No 17 - 74;BARRIOS UNIDOS;COLOMBIA;Zona Neutra;01/09/2014
CABINAS TELEFONICAS COMUNICACIONES CAMI;CARRERA 19 No 70 - 25;BARRIOS UNIDOS;COLOMBIA;Zona Neutra;01/09/2014
CAFE INTERNET CANA@N COMUNICACIONES;CARRERA 19 No 70 - 03;BARRIOS UNIDOS;COLOMBIA;Zona Neutra;01/09/2014
CAFE INTERNET IMAGINACION DE JESUS;CALLE 69  NRO 19 - 79;BARRIOS UNIDOS;COLOMBIA;Zona Neutra;01/09/2014
CAFE INTERNET IBENLI COMUNICACIONES;AVENIDA CALLE 68 No 17 - 72;BARRIOS UNIDOS;COLOMBIA;Zona Neutra;01/09/2014
PAPELERIA Y MISCELANEA LA EVOLUCION;CARRERA 58 No 94A - 29;BARRIOS UNIDOS;RIONEGRO;Suba Centro;01/09/2014
PAPELERIA PAPELMARKETS COM;CARRERA 47 No 94A - 25 INTERIOR 21;BARRIOS UNIDOS;LA CASTELLANA;Zona Neutra;01/09/2014
CAFE INTERNET HD TECNOLOGY;TRANSVERSAL 55 No 98A - 30 LOCAL 135;BARRIOS UNIDOS;LA CASTELLANA;Suba Centro;01/09/2014
MISCELANEA LADRIANA ROMERO;CALLE 95 No 45A - 29;BARRIOS UNIDOS;LA CASTELLANA;Zona Neutra;01/09/2014
PAPELERIA CALLE 95;CALLE 95 No 45 - 36 LOCAL 5;BARRIOS UNIDOS;LA CASTELLANA;Zona Neutra;01/09/2014
PAPELERIA Y EXPRESSIONES;CARRERA 47A No 99 - 09 LOCAL 4 Y 5;BARRIOS UNIDOS;LA CASTELLANA;Zona Neutra;01/09/2014
DEPOSITO DE MATERIALES LA CONSTRUCCION RAFAEL JIMENEZ;AVENIDA CALLE 68 No 17 - 40;BARRIOS UNIDOS;COLOMBIA;Zona Neutra;01/09/2014
PAPELERIA 3D.COM;CALLE 72 No 20A - 76;BARRIOS UNIDOS;SAN FELIPE;Zona Neutra;01/09/2014
DROGUERIA CARRERA 30;CARRERA 28 No 75A - 60;BARRIOS UNIDOS;LA AURORA;Zona Neutra;01/09/2014
PAPELERIA Y CENTRO DE COPIADO LAPIZ LAZURY;CARRERA 15 No 63 - 94;BARRIOS UNIDOS;LA ESPERANZA;Zona Neutra;01/09/2014
PAPELERIA CYBERANDRES;CARRERA 28B No 75 - 10;BARRIOS UNIDOS;LA AURORA;Zona Neutra;01/09/2014
CAFE INTERNET SHEHINAH;CARRERA 54 No 67A - 85;BARRIOS UNIDOS;POPULAR MODELO;Engativa;01/09/2014
CAFE INTERNET LINCATEL;CARRERA 28 NRO 63A 35;BARRIOS UNIDOS;BENJAMIN HERRERA;Zona Neutra;01/09/2014
CAFE INTERNET TRUE ONE;CALLE 76 NO 20B - 23;BARRIOS UNIDOS;SAN FELIPE;Zona Neutra;01/09/2014
CABINAS TELEFONICAS REMOLINA;CARRERA 56 B No  68 - 02;BARRIOS UNIDOS;SAN FERNANDO;Engativa;01/09/2014
CAFE INTERNET CIBER JUANES COM;CALLE 72A No 57B - 02;BARRIOS UNIDOS;SAN FERNANDO;Calle 80;01/09/2014
SERVICIO TECNICO JJ;CARRERA 96 No 61B - 11 SUR;Bosa;SAN BERNARDINO;;01/09/2014
CAFE INTERNET CELCOMUNICACIONES;CARRERA 86A No 78 - 32 SUR INTERIOR 6 MANZANA 1F;BOSA;SAN DIEGO-BOSA;Bosa;01/09/2014
CAFE INTERNET COMUNICACIONES SION;CARRERA 93C No 54C - 10 SUR;BOSA;EL CORZO;Kennedy;01/09/2014
PAGO DE SERVICIOS CAPICENTRO Y ACCESORIOS ADRIANA;CARRERA 93C No 54 - 46 SUR;BOSA;EL CORZO;Kennedy;01/09/2014
CAFE INTERNET CIBERCHRIS;CARRERA 90 B No 54 H - 05 SUR;BOSA;EL CORZO;Kennedy;01/09/2014
MISCELANEA CAMILO;CARRERA 98D No 55 - 29 SUR;BOSA;EL CORZO;Kennedy;01/09/2014
PAPELERIA Y MISCELANEA MIGUELITO;CARRERA 93C No 54D - 38 SUR;BOSA;EL CORZO;Kennedy;01/09/2014
TIENDA TERPEL;CALLE 52 SUR No 86A 56;BOSA;BETANIA;Kennedy;01/09/2014
CAFE INTERNET COMPUPARTES DE LA 78;DIAGONAL 73 SUR No 78I - 70 CASA 8 BLOQUE 11;BOSA;VILLA ANNY I;Bosa;01/09/2014
CAFE INTERNET ALAMEDA DEL PARQUE;CARRERA 78K No 73B - 78 SUR LOCAL 11;BOSA;VILLA ANNY I;Bosa;01/09/2014
CAFE INTERNET HELU COM;DIAGONAL 73 SUR No 78I - 51;BOSA;VILLA ANNY I;Bosa;01/09/2014
CAFE INTERNET AYS NET;CARRERA 72A No 56A - 20 SUR;BOSA;OLARTE;Bosa;01/09/2014
PA√ëALERIA NAVEGAR.COM TELECOMUNICACIONES;CARRERA 78C No 70 - 06 SUR;BOSA;NUEVA GRANADA BOSA;Bosa;01/09/2014
MISCELANEA LAS CHIKIS Y JEICY;CARRERA 77 I BIS No 70B - 03 SUR;BOSA;NUEVA GRANADA BOSA;Bosa;01/09/2014
VARIEDADES LORENA Y COMUNICACIONES TATIS;CARRERA 77J No 70A SUR - 10;BOSA;NUEVA GRANADA BOSA;Bosa;01/09/2014
MISCELANEA CESAR AUGUSTO CONTRERAS;CALLE 69B SUR No 78 - 63;BOSA;NUEVA GRANADA BOSA;Bosa;01/09/2014
MICELANEA ANDRES RAMIREZ;CALLE 70 A SUR No 77L -  09;BOSA;NUEVA GRANADA BOSA;Bosa;01/09/2014
DROGUERIA PUNTO ECONOMICA BOSA;CALLE 69B SUR No 78 - 09;BOSA;NUEVA GRANADA BOSA;Bosa;01/09/2014
PAPELERIA Y DETALLES ISABELLA;CARRERA 78 SUR No 71 - 12;BOSA;NUEVA GRANADA BOSA;Bosa;01/09/2014
"MISCELANEA OFERTAS E IMPORTADOS ""PAEZ DIAZ""";CARRERA 77H No 70B - 62 SUR;BOSA;NUEVA GRANADA BOSA;Bosa;01/09/2014
CAFE INTERNET PH COMUNICACIONES;CARRERA 78C No 69B - 46 SUR;BOSA;NUEVA GRANADA BOSA;Bosa;01/09/2014
CAFE INTERNET THE OFFICE OJC;CARRERA 77 J  NRO 70 A - 04 SUR;BOSA;NUEVA GRANADA BOSA;Bosa;01/09/2014
PAPELERIA Y MISCELANEA KEVIN @ COM;DIAGONAL 49 SUR No 86A - 59;BOSA;BETANIA;Kennedy;01/09/2014
PAPELERIA Y FOTOCOPIAS OSCAR;CARRERA 86D No 51B -  76 SUR;BOSA;BETANIA;Kennedy;01/09/2014
DROGUERIA HIPERDROGUERIA BETANIA D Y S;CARRERA 87 No 50 - 25 SUR;BOSA;BETANIA;Kennedy;01/09/2014
PAPELERIA JUAN MI WA;CARRERA 87 A No 50A - 05 SUR;BOSA;BETANIA;Kennedy;01/09/2014
CABINAS TELEFONICAS SANDRA MILENA QUINTANA PULIDO;CALLE 51 SUR No 87 - 15;BOSA;BETANIA;Kennedy;01/09/2014
CABINAS TELEFONICAS CONSTANZA GONZALEZ;CALLE 49 SUR No 87D - 55;BOSA;BRASILIA;Kennedy;01/09/2014
CAFE INTERNET WILAP SERVICIOS;CARRERA 87J No 52A - 57 SUR;BOSA;BRASILIA;Kennedy;01/09/2014
MISCELANEA FUSION;CALLE 51 SUR No 87D - 15;BOSA;BRASILIA;Kennedy;01/09/2014
DROGUERIA PRODUCTOS DE ASEO PERSONAL CHOYS;CARRERA 87 D No 49 - 57 SUR;BOSA;BRASILIA;Kennedy;01/09/2014
MISCELANEA MARISOL;CALLE 51 SUR No 87J - 40;BOSA;BRASILIA;Kennedy;01/09/2014
PAPELERIA KOPIETAS;CALLE 63 SUR No 78H - 52;BOSA;BOSA;Bosa;01/09/2014
VENTA DE REPUESTOS APROCOM REPUESTOS WILLIAM LOPEZ;CALLE 63 SUR No 80 - 22;BOSA;BOSA;Bosa;01/09/2014
CABINAS TELEFONICAS COMUNICACIONES AL INSTANTE;CALLE 60 SUR No 80D - 16;BOSA;BOSA;Bosa;01/09/2014
CAFE INTERNET EGMD COMUNICACIONES;CALLE 63 SUR No 80C - 77;BOSA;BOSA;Bosa;01/09/2014
DROG CRISAND N C V;CALLE 58 A SUR NRO 88 F - 24;BOSA;LA LIBERTAD;Kennedy;01/09/2014
CAFE INTERNET EL CHAVO.COM;CARRERA 88F No 59B - 16 SUR;BOSA;LA LIBERTAD;Kennedy;01/09/2014
CAFE INTERNET COMUNICACIONES LARA.COM;CARRERA 89 No 56H - 23 SUR;BOSA;LA LIBERTAD;Kennedy;01/09/2014
MISCELANEA TSIKITTENU;CALLE 58A SUR No 88G - 10;BOSA;LA LIBERTAD;Kennedy;01/09/2014
MISCELANEA Y PAPELERIA ARTESTILO;CARRERA 88C No 57C - 53 SUR;BOSA;LA LIBERTAD;Kennedy;01/09/2014
MISCELANEA Y PAPELERIA LUNA ROJA;CARRERA 86C No 51B 47 SUR;BOSA;BETANIA;Kennedy;01/09/2014
HIPERDROGUERIA BETANIA J Y V;CALLE 53 SUR No 86 C 14;BOSA;BETANIA;Kennedy;01/09/2014
CAFE INTERNET  ADSAYA WEB COMUNICACIONES;CALLE 52 No 86A -  38 SUR;BOSA;BETANIA;Kennedy;01/09/2014
PAPELERIA KARINA;CARRERA 87J No 49 - 22 SUR;BOSA;BRASILIA;Kennedy;01/09/2014
TIENDA GENESANO;CARRERA 87J No 49 - 16 SUR;BOSA;BRASILIA;Kennedy;01/09/2014
CIGARRERIA Y LICORERA DIANA;CARRERA 88C No 51 - 08 SUR;BOSA;BRASILIA;Kennedy;01/09/2014
CAFE INTERNET COMUNICATE YA;CARRERA 80H No 63 - 38 SUR;BOSA;BOSA;Bosa;01/09/2014
CAFE INTERNET MI ANGEL ANDRES COM;CALLE 63 SUR No 78J - 74;BOSA;BOSA;Bosa;01/09/2014
DISTRIBUIDORA Y COMERCIALIZADORA LU Y DAL SAS;CALLE 59 SUR No 89 - 69;BOSA;LA LIBERTAD;Kennedy;01/09/2014
SOLUCIONES DONOSO LYL;CALLE 56 A SUR No 72C - 51;BOSA;OLARTE;Bosa;01/09/2014
PAPELERIA J Y N;CARRERA 71F No 56B - 08 SUR;BOSA;OLARTE;Bosa;01/09/2014
PAPELERIA Y MISCELANEA DONDE PIOLIN;CALLE 52 SUR No 93D - 98 LOCAL 12;BOSA;PARCELA EL PORVENIR;Kennedy;01/09/2014
CAFE INTERNET DAYANA;CARRERA 97 C No 49C - 15 CASA 224;BOSA;PARCELA EL PORVENIR;Kennedy;01/09/2014
DROGUERIA SPECIAL PHARMA;CALLE 57 SUR No 88C - 24;BOSA;SAN MARTIN;Kennedy;01/09/2014
DROGUERIA HIPERSDROGUERIA LA ECONOMIA DN;TRANSVERSAL 79D No 73D 06 SUR;BOSA;CHARLES DE GAULLE;Bosa;01/09/2014
MISCELANEA Y PAPELERIA KATHERINNE;DIAGONAL 74A SUR No 78H - 17;BOSA;SAN BERNARDINO I;Bosa;01/09/2014
COMPUCONEXION MANCILLA;TRANSVERSAL 79 D No 73G - 16 SUR;BOSA;SAN BERNARDINO I;Bosa;01/09/2014
CABINAS TELEFONICAS NUEVO MILENIO;CARRERA 80I  No 71C - 27 SUR;BOSA;EL RETAZO;Bosa;01/09/2014
CAFE INTERNET CYBER@ORION.NET;CALLE 70 SUR No 78C - 16;BOSA;EL RETAZO;Bosa;01/09/2014
CIGARRERIA DIANIS;DIAGONAL 69B 78I - 21 SUR;BOSA;EL RETAZO;Bosa;01/09/2014
MISCELANEA Y PAPELERIA LOS ANGELITOS;CALLE 73 SUR No 80I - 70;BOSA;EL RETAZO;Bosa;01/09/2014
VENTA DE CELULAR Y ACCESORIOS CENTRO COMERCIAL Y ARTESANAL BOSA CENTRO;CALLE 65 No 80C - 11 SUR;BOSA;JIMENEZ DE QUESADA;Bosa;01/09/2014
MISCELANEA VARIEDADES MARIA JOSE;DIAGONAL 66 SUR No 80A - 41 INTERIOR 1;BOSA;JIMENEZ DE QUESADA;Bosa;01/09/2014
ALMACEN DE COMPUTADORES BELLCOM US;CALLE 65 SUR No 79C - 04 SUR LOCAL 20;BOSA;JIMENEZ DE QUESADA;Bosa;01/09/2014
MISCELANEA INTERNET DALAU;CARRERA 89B No 80 - 16 SUR;BOSA;SAN BERNARDINO POTRERITOS;Bosa;01/09/2014
CAFE INTERNET B I G;CARRERA 80 J  NRO 73 D - 28 SUR;BOSA;GRAN COLOMBIANO;Bosa;01/09/2014
